Station,City,Longitude,Latitude,Date,Sea Level
378,Crescent City,124.181667,41.745,11/1/2015,7062
378,Crescent City,124.181667,41.745,12/1/2015,7223
378,Crescent City,124.181667,41.745,1/1/2016,7258
378,Crescent City,124.181667,41.745,2/1/2016,7094
378,Crescent City,124.181667,41.745,3/1/2016,7165
378,Crescent City,124.181667,41.745,4/1/2016,6962
378,Crescent City,124.181667,41.745,5/1/2016,6962
378,Crescent City,124.181667,41.745,6/1/2016,6971
378,Crescent City,124.181667,41.745,7/1/2016,6989
378,Crescent City,124.181667,41.745,8/1/2016,7066
378,Crescent City,124.181667,41.745,9/1/2016,7029
378,Crescent City,124.181667,41.745,10/1/2016,7142
378,Crescent City,124.181667,41.745,11/1/2016,7188
378,Crescent City,124.181667,41.745,12/1/2016,7061
378,Crescent City,124.181667,41.745,1/1/2017,7229
378,Crescent City,124.181667,41.745,2/1/2017,7271
378,Crescent City,124.181667,41.745,3/1/2017,7082
378,Crescent City,124.181667,41.745,4/1/2017,7046
378,Crescent City,124.181667,41.745,5/1/2017,6945
378,Crescent City,124.181667,41.745,6/1/2017,6996
378,Crescent City,124.181667,41.745,7/1/2017,7010
378,Crescent City,124.181667,41.745,8/1/2017,7090
378,Crescent City,124.181667,41.745,9/1/2017,7083
378,Crescent City,124.181667,41.745,10/1/2017,6979
378,Crescent City,124.181667,41.745,11/1/2017,7120
378,Crescent City,124.181667,41.745,12/1/2017,7014
437,Almeda,122.298333,37.771667,1/1/2012,7008
437,Almeda,122.298333,37.771667,2/1/2012,6985
437,Almeda,122.298333,37.771667,3/1/2012,7004
437,Almeda,122.298333,37.771667,4/1/2012,7007
437,Almeda,122.298333,37.771667,5/1/2012,7000
437,Almeda,122.298333,37.771667,6/1/2012,7057
437,Almeda,122.298333,37.771667,7/1/2012,7082
437,Almeda,122.298333,37.771667,8/1/2012,7114
437,Almeda,122.298333,37.771667,9/1/2012,7105
437,Almeda,122.298333,37.771667,10/1/2012,7103
437,Almeda,122.298333,37.771667,11/1/2012,7086
437,Almeda,122.298333,37.771667,12/1/2012,7141
437,Almeda,122.298333,37.771667,1/1/2013,7004
437,Almeda,122.298333,37.771667,2/1/2013,6973
437,Almeda,122.298333,37.771667,3/1/2013,6975
437,Almeda,122.298333,37.771667,4/1/2013,6977
437,Almeda,122.298333,37.771667,5/1/2013,6994
437,Almeda,122.298333,37.771667,6/1/2013,7046
437,Almeda,122.298333,37.771667,7/1/2013,7106
437,Almeda,122.298333,37.771667,8/1/2013,7083
437,Almeda,122.298333,37.771667,9/1/2013,7106
437,Almeda,122.298333,37.771667,10/1/2013,7086
437,Almeda,122.298333,37.771667,11/1/2013,7055
437,Almeda,122.298333,37.771667,12/1/2013,7022
437,Almeda,122.298333,37.771667,1/1/2014,7048
437,Almeda,122.298333,37.771667,2/1/2014,7026
437,Almeda,122.298333,37.771667,3/1/2014,7056
437,Almeda,122.298333,37.771667,4/1/2014,7048
437,Almeda,122.298333,37.771667,5/1/2014,7046
437,Almeda,122.298333,37.771667,6/1/2014,7101
437,Almeda,122.298333,37.771667,7/1/2014,7151
437,Almeda,122.298333,37.771667,8/1/2014,7147
437,Almeda,122.298333,37.771667,9/1/2014,7202
437,Almeda,122.298333,37.771667,10/1/2014,7192
437,Almeda,122.298333,37.771667,11/1/2014,7103
437,Almeda,122.298333,37.771667,12/1/2014,7219
437,Almeda,122.298333,37.771667,1/1/2015,7117
437,Almeda,122.298333,37.771667,2/1/2015,7126
437,Almeda,122.298333,37.771667,3/1/2015,7065
437,Almeda,122.298333,37.771667,4/1/2015,7027
437,Almeda,122.298333,37.771667,5/1/2015,7084
437,Almeda,122.298333,37.771667,6/1/2015,7122
437,Almeda,122.298333,37.771667,7/1/2015,7187
437,Almeda,122.298333,37.771667,8/1/2015,7155
437,Almeda,122.298333,37.771667,9/1/2015,7244
437,Almeda,122.298333,37.771667,10/1/2015,7229
437,Almeda,122.298333,37.771667,11/1/2015,7123
437,Almeda,122.298333,37.771667,12/1/2015,7144
437,Almeda,122.298333,37.771667,1/1/2016,7147
437,Almeda,122.298333,37.771667,2/1/2016,7090
437,Almeda,122.298333,37.771667,3/1/2016,7142
437,Almeda,122.298333,37.771667,4/1/2016,7016
437,Almeda,122.298333,37.771667,5/1/2016,7067
437,Almeda,122.298333,37.771667,6/1/2016,7083
437,Almeda,122.298333,37.771667,7/1/2016,7108
437,Almeda,122.298333,37.771667,8/1/2016,7151
437,Almeda,122.298333,37.771667,9/1/2016,7141
437,Almeda,122.298333,37.771667,10/1/2016,7118
437,Almeda,122.298333,37.771667,11/1/2016,7104
437,Almeda,122.298333,37.771667,12/1/2016,7075
437,Almeda,122.298333,37.771667,1/1/2017,7246
437,Almeda,122.298333,37.771667,2/1/2017,7321
437,Almeda,122.298333,37.771667,3/1/2017,7146
437,Almeda,122.298333,37.771667,4/1/2017,7105
437,Almeda,122.298333,37.771667,5/1/2017,7117
437,Almeda,122.298333,37.771667,6/1/2017,7129
437,Almeda,122.298333,37.771667,7/1/2017,7139
437,Almeda,122.298333,37.771667,8/1/2017,7181
437,Almeda,122.298333,37.771667,9/1/2017,7185
437,Almeda,122.298333,37.771667,10/1/2017,7105
437,Almeda,122.298333,37.771667,11/1/2017,7102
437,Almeda,122.298333,37.771667,12/1/2017,7059
1858,Virginia Key,80.161667,25.73,1/1/2012,5859
1858,Virginia Key,80.161667,25.73,2/1/2012,5975
1858,Virginia Key,80.161667,25.73,3/1/2012,5940
1858,Virginia Key,80.161667,25.73,4/1/2012,5975
1858,Virginia Key,80.161667,25.73,5/1/2012,6017
1858,Virginia Key,80.161667,25.73,6/1/2012,6066
1858,Virginia Key,80.161667,25.73,7/1/2012,5993
1858,Virginia Key,80.161667,25.73,8/1/2012,6016
1858,Virginia Key,80.161667,25.73,9/1/2012,6024
1858,Virginia Key,80.161667,25.73,10/1/2012,6124
1858,Virginia Key,80.161667,25.73,11/1/2012,6195
1858,Virginia Key,80.161667,25.73,12/1/2012,6027
1858,Virginia Key,80.161667,25.73,1/1/2013,5962
1858,Virginia Key,80.161667,25.73,2/1/2013,5944
1858,Virginia Key,80.161667,25.73,3/1/2013,6003
1858,Virginia Key,80.161667,25.73,4/1/2013,5946
1858,Virginia Key,80.161667,25.73,5/1/2013,6015
1858,Virginia Key,80.161667,25.73,6/1/2013,5928
1858,Virginia Key,80.161667,25.73,7/1/2013,6009
1858,Virginia Key,80.161667,25.73,8/1/2013,5998
1858,Virginia Key,80.161667,25.73,9/1/2013,6102
1858,Virginia Key,80.161667,25.73,10/1/2013,6179
1858,Virginia Key,80.161667,25.73,11/1/2013,6137
1858,Virginia Key,80.161667,25.73,12/1/2013,6017
1858,Virginia Key,80.161667,25.73,1/1/2014,5995
1858,Virginia Key,80.161667,25.73,2/1/2014,6019
1858,Virginia Key,80.161667,25.73,3/1/2014,5986
1858,Virginia Key,80.161667,25.73,4/1/2014,6007
1858,Virginia Key,80.161667,25.73,5/1/2014,6022
1858,Virginia Key,80.161667,25.73,6/1/2014,5970
1858,Virginia Key,80.161667,25.73,7/1/2014,5977
1858,Virginia Key,80.161667,25.73,8/1/2014,6078
1858,Virginia Key,80.161667,25.73,9/1/2014,6106
1858,Virginia Key,80.161667,25.73,10/1/2014,6137
1858,Virginia Key,80.161667,25.73,11/1/2014,6142
1858,Virginia Key,80.161667,25.73,12/1/2014,6105
1858,Virginia Key,80.161667,25.73,1/1/2015,6016
1858,Virginia Key,80.161667,25.73,2/1/2015,6030
1858,Virginia Key,80.161667,25.73,3/1/2015,5934
1858,Virginia Key,80.161667,25.73,4/1/2015,5966
1858,Virginia Key,80.161667,25.73,5/1/2015,5994
1858,Virginia Key,80.161667,25.73,6/1/2015,5921
1858,Virginia Key,80.161667,25.73,7/1/2015,5957
1858,Virginia Key,80.161667,25.73,8/1/2015,6053
1858,Virginia Key,80.161667,25.73,9/1/2015,6117
1858,Virginia Key,80.161667,25.73,10/1/2015,6289
1858,Virginia Key,80.161667,25.73,11/1/2015,6138
1858,Virginia Key,80.161667,25.73,12/1/2015,6100
1858,Virginia Key,80.161667,25.73,1/1/2016,6073
1858,Virginia Key,80.161667,25.73,2/1/2016,-99999
1858,Virginia Key,80.161667,25.73,3/1/2016,5969
1858,Virginia Key,80.161667,25.73,4/1/2016,6036
1858,Virginia Key,80.161667,25.73,5/1/2016,6012
1858,Virginia Key,80.161667,25.73,6/1/2016,5986
1858,Virginia Key,80.161667,25.73,7/1/2016,5960
1858,Virginia Key,80.161667,25.73,8/1/2016,6023
1858,Virginia Key,80.161667,25.73,9/1/2016,6045
1858,Virginia Key,80.161667,25.73,10/1/2016,6250
1858,Virginia Key,80.161667,25.73,11/1/2016,6168
1858,Virginia Key,80.161667,25.73,12/1/2016,6008
1858,Virginia Key,80.161667,25.73,1/1/2017,5977
1858,Virginia Key,80.161667,25.73,2/1/2017,5927
1858,Virginia Key,80.161667,25.73,3/1/2017,5938
1858,Virginia Key,80.161667,25.73,4/1/2017,6055
1858,Virginia Key,80.161667,25.73,5/1/2017,5960
1858,Virginia Key,80.161667,25.73,6/1/2017,6009
1858,Virginia Key,80.161667,25.73,7/1/2017,6034
1858,Virginia Key,80.161667,25.73,8/1/2017,6009
1858,Virginia Key,80.161667,25.73,9/1/2017,6204
1858,Virginia Key,80.161667,25.73,10/1/2017,6207
1858,Virginia Key,80.161667,25.73,11/1/2017,6144
1858,Virginia Key,80.161667,25.73,12/1/2017,6003
395,Fort Pulaski,80.901667,32.033333,1/1/2012,6983
395,Fort Pulaski,80.901667,32.033333,2/1/2012,7114
395,Fort Pulaski,80.901667,32.033333,3/1/2012,7095
395,Fort Pulaski,80.901667,32.033333,4/1/2012,7206
395,Fort Pulaski,80.901667,32.033333,5/1/2012,7286
395,Fort Pulaski,80.901667,32.033333,6/1/2012,7371
395,Fort Pulaski,80.901667,32.033333,7/1/2012,7155
395,Fort Pulaski,80.901667,32.033333,8/1/2012,7233
395,Fort Pulaski,80.901667,32.033333,9/1/2012,7295
395,Fort Pulaski,80.901667,32.033333,10/1/2012,7331
395,Fort Pulaski,80.901667,32.033333,11/1/2012,7397
395,Fort Pulaski,80.901667,32.033333,12/1/2012,7194
395,Fort Pulaski,80.901667,32.033333,1/1/2013,7160
395,Fort Pulaski,80.901667,32.033333,2/1/2013,7089
395,Fort Pulaski,80.901667,32.033333,3/1/2013,7170
395,Fort Pulaski,80.901667,32.033333,4/1/2013,7242
395,Fort Pulaski,80.901667,32.033333,5/1/2013,7274
395,Fort Pulaski,80.901667,32.033333,6/1/2013,7160
395,Fort Pulaski,80.901667,32.033333,7/1/2013,7197
395,Fort Pulaski,80.901667,32.033333,8/1/2013,7323
395,Fort Pulaski,80.901667,32.033333,9/1/2013,7402
395,Fort Pulaski,80.901667,32.033333,10/1/2013,7438
395,Fort Pulaski,80.901667,32.033333,11/1/2013,7336
395,Fort Pulaski,80.901667,32.033333,12/1/2013,7190
395,Fort Pulaski,80.901667,32.033333,1/1/2014,7125
395,Fort Pulaski,80.901667,32.033333,2/1/2014,7227
395,Fort Pulaski,80.901667,32.033333,3/1/2014,7248
395,Fort Pulaski,80.901667,32.033333,4/1/2014,7282
395,Fort Pulaski,80.901667,32.033333,5/1/2014,7244
395,Fort Pulaski,80.901667,32.033333,6/1/2014,-99999
395,Fort Pulaski,80.901667,32.033333,7/1/2014,-99999
395,Fort Pulaski,80.901667,32.033333,8/1/2014,7363
395,Fort Pulaski,80.901667,32.033333,9/1/2014,7464
395,Fort Pulaski,80.901667,32.033333,10/1/2014,7336
395,Fort Pulaski,80.901667,32.033333,11/1/2014,7280
395,Fort Pulaski,80.901667,32.033333,12/1/2014,7280
395,Fort Pulaski,80.901667,32.033333,1/1/2015,7212
395,Fort Pulaski,80.901667,32.033333,2/1/2015,7227
395,Fort Pulaski,80.901667,32.033333,3/1/2015,7200
395,Fort Pulaski,80.901667,32.033333,4/1/2015,7216
395,Fort Pulaski,80.901667,32.033333,5/1/2015,7272
395,Fort Pulaski,80.901667,32.033333,6/1/2015,7150
395,Fort Pulaski,80.901667,32.033333,7/1/2015,7233
395,Fort Pulaski,80.901667,32.033333,8/1/2015,7298
395,Fort Pulaski,80.901667,32.033333,9/1/2015,7397
395,Fort Pulaski,80.901667,32.033333,10/1/2015,7540
395,Fort Pulaski,80.901667,32.033333,11/1/2015,7410
395,Fort Pulaski,80.901667,32.033333,12/1/2015,7349
395,Fort Pulaski,80.901667,32.033333,1/1/2016,7275
395,Fort Pulaski,80.901667,32.033333,2/1/2016,7195
395,Fort Pulaski,80.901667,32.033333,3/1/2016,7233
395,Fort Pulaski,80.901667,32.033333,4/1/2016,7316
395,Fort Pulaski,80.901667,32.033333,5/1/2016,7279
395,Fort Pulaski,80.901667,32.033333,6/1/2016,7358
395,Fort Pulaski,80.901667,32.033333,7/1/2016,7161
395,Fort Pulaski,80.901667,32.033333,8/1/2016,7252
395,Fort Pulaski,80.901667,32.033333,9/1/2016,7324
395,Fort Pulaski,80.901667,32.033333,10/1/2016,7523
395,Fort Pulaski,80.901667,32.033333,11/1/2016,7399
395,Fort Pulaski,80.901667,32.033333,12/1/2016,7257
395,Fort Pulaski,80.901667,32.033333,1/1/2017,7102
395,Fort Pulaski,80.901667,32.033333,2/1/2017,7127
395,Fort Pulaski,80.901667,32.033333,3/1/2017,7124
395,Fort Pulaski,80.901667,32.033333,4/1/2017,7245
395,Fort Pulaski,80.901667,32.033333,5/1/2017,7172
395,Fort Pulaski,80.901667,32.033333,6/1/2017,7258
395,Fort Pulaski,80.901667,32.033333,7/1/2017,7194
395,Fort Pulaski,80.901667,32.033333,8/1/2017,7329
395,Fort Pulaski,80.901667,32.033333,9/1/2017,7523
395,Fort Pulaski,80.901667,32.033333,10/1/2017,7427
395,Fort Pulaski,80.901667,32.033333,11/1/2017,7332
395,Fort Pulaski,80.901667,32.033333,12/1/2017,7179
385,Neah Bay,124.611667,48.366667,1/1/2012,7029
385,Neah Bay,124.611667,48.366667,2/1/2012,6947
385,Neah Bay,124.611667,48.366667,3/1/2012,7098
385,Neah Bay,124.611667,48.366667,4/1/2012,7051
385,Neah Bay,124.611667,48.366667,5/1/2012,6834
385,Neah Bay,124.611667,48.366667,6/1/2012,6869
385,Neah Bay,124.611667,48.366667,7/1/2012,6848
385,Neah Bay,124.611667,48.366667,8/1/2012,6853
385,Neah Bay,124.611667,48.366667,9/1/2012,6815
385,Neah Bay,124.611667,48.366667,10/1/2012,6942
385,Neah Bay,124.611667,48.366667,11/1/2012,7116
385,Neah Bay,124.611667,48.366667,12/1/2012,7230
385,Neah Bay,124.611667,48.366667,1/1/2013,6914
385,Neah Bay,124.611667,48.366667,2/1/2013,6836
385,Neah Bay,124.611667,48.366667,3/1/2013,6864
385,Neah Bay,124.611667,48.366667,4/1/2013,6813
385,Neah Bay,124.611667,48.366667,5/1/2013,6807
385,Neah Bay,124.611667,48.366667,6/1/2013,6850
385,Neah Bay,124.611667,48.366667,7/1/2013,6799
385,Neah Bay,124.611667,48.366667,8/1/2013,6862
385,Neah Bay,124.611667,48.366667,9/1/2013,6975
385,Neah Bay,124.611667,48.366667,10/1/2013,6862
385,Neah Bay,124.611667,48.366667,11/1/2013,6877
385,Neah Bay,124.611667,48.366667,12/1/2013,6815
385,Neah Bay,124.611667,48.366667,1/1/2014,6918
385,Neah Bay,124.611667,48.366667,2/1/2014,6995
385,Neah Bay,124.611667,48.366667,3/1/2014,7013
385,Neah Bay,124.611667,48.366667,4/1/2014,6969
385,Neah Bay,124.611667,48.366667,5/1/2014,6936
385,Neah Bay,124.611667,48.366667,6/1/2014,6827
385,Neah Bay,124.611667,48.366667,7/1/2014,6865
385,Neah Bay,124.611667,48.366667,8/1/2014,6862
385,Neah Bay,124.611667,48.366667,9/1/2014,6955
385,Neah Bay,124.611667,48.366667,10/1/2014,7129
385,Neah Bay,124.611667,48.366667,11/1/2014,7053
385,Neah Bay,124.611667,48.366667,12/1/2014,7200
385,Neah Bay,124.611667,48.366667,1/1/2015,7017
385,Neah Bay,124.611667,48.366667,2/1/2015,7034
385,Neah Bay,124.611667,48.366667,3/1/2015,6967
385,Neah Bay,124.611667,48.366667,4/1/2015,6879
385,Neah Bay,124.611667,48.366667,5/1/2015,6849
385,Neah Bay,124.611667,48.366667,6/1/2015,6833
385,Neah Bay,124.611667,48.366667,7/1/2015,6912
385,Neah Bay,124.611667,48.366667,8/1/2015,6919
385,Neah Bay,124.611667,48.366667,9/1/2015,6965
385,Neah Bay,124.611667,48.366667,10/1/2015,7026
385,Neah Bay,124.611667,48.366667,11/1/2015,7007
385,Neah Bay,124.611667,48.366667,12/1/2015,7256
385,Neah Bay,124.611667,48.366667,1/1/2016,7199
385,Neah Bay,124.611667,48.366667,2/1/2016,7075
385,Neah Bay,124.611667,48.366667,3/1/2016,7163
385,Neah Bay,124.611667,48.366667,4/1/2016,6871
385,Neah Bay,124.611667,48.366667,5/1/2016,6791
385,Neah Bay,124.611667,48.366667,6/1/2016,6803
385,Neah Bay,124.611667,48.366667,7/1/2016,6793
385,Neah Bay,124.611667,48.366667,8/1/2016,6827
385,Neah Bay,124.611667,48.366667,9/1/2016,6831
385,Neah Bay,124.611667,48.366667,10/1/2016,7120
385,Neah Bay,124.611667,48.366667,11/1/2016,7226
385,Neah Bay,124.611667,48.366667,12/1/2016,6976
385,Neah Bay,124.611667,48.366667,1/1/2017,7079
385,Neah Bay,124.611667,48.366667,2/1/2017,7145
385,Neah Bay,124.611667,48.366667,3/1/2017,7083
385,Neah Bay,124.611667,48.366667,4/1/2017,7037
385,Neah Bay,124.611667,48.366667,5/1/2017,6843
385,Neah Bay,124.611667,48.366667,6/1/2017,6866
385,Neah Bay,124.611667,48.366667,7/1/2017,6781
385,Neah Bay,124.611667,48.366667,8/1/2017,6844
385,Neah Bay,124.611667,48.366667,9/1/2017,6870
385,Neah Bay,124.611667,48.366667,10/1/2017,6843
385,Neah Bay,124.611667,48.366667,11/1/2017,7113
385,Neah Bay,124.611667,48.366667,12/1/2017,6888
1637,Bergen Point,74.141667,40.636667,1/1/2012,6959
1637,Bergen Point,74.141667,40.636667,2/1/2012,6963
1637,Bergen Point,74.141667,40.636667,3/1/2012,7033
1637,Bergen Point,74.141667,40.636667,4/1/2012,7086
1637,Bergen Point,74.141667,40.636667,5/1/2012,7113
1637,Bergen Point,74.141667,40.636667,6/1/2012,7221
1637,Bergen Point,74.141667,40.636667,7/1/2012,7146
1637,Bergen Point,74.141667,40.636667,8/1/2012,7136
1637,Bergen Point,74.141667,40.636667,9/1/2012,7105
1637,Bergen Point,74.141667,40.636667,10/1/2012,7198
1637,Bergen Point,74.141667,40.636667,11/1/2012,7099
1637,Bergen Point,74.141667,40.636667,12/1/2012,7102
1637,Bergen Point,74.141667,40.636667,1/1/2013,6913
1637,Bergen Point,74.141667,40.636667,2/1/2013,6954
1637,Bergen Point,74.141667,40.636667,3/1/2013,7130
1637,Bergen Point,74.141667,40.636667,4/1/2013,7042
1637,Bergen Point,74.141667,40.636667,5/1/2013,7039
1637,Bergen Point,74.141667,40.636667,6/1/2013,7142
1637,Bergen Point,74.141667,40.636667,7/1/2013,7148
1637,Bergen Point,74.141667,40.636667,8/1/2013,7133
1637,Bergen Point,74.141667,40.636667,9/1/2013,7128
1637,Bergen Point,74.141667,40.636667,10/1/2013,7159
1637,Bergen Point,74.141667,40.636667,11/1/2013,6943
1637,Bergen Point,74.141667,40.636667,12/1/2013,-99999
1637,Bergen Point,74.141667,40.636667,1/1/2014,-99999
1637,Bergen Point,74.141667,40.636667,2/1/2014,6903
1637,Bergen Point,74.141667,40.636667,3/1/2014,6984
1637,Bergen Point,74.141667,40.636667,4/1/2014,7097
1637,Bergen Point,74.141667,40.636667,5/1/2014,7136
1637,Bergen Point,74.141667,40.636667,6/1/2014,-99999
1637,Bergen Point,74.141667,40.636667,7/1/2014,-99999
1637,Bergen Point,74.141667,40.636667,8/1/2014,7158
1637,Bergen Point,74.141667,40.636667,9/1/2014,7153
1637,Bergen Point,74.141667,40.636667,10/1/2014,7168
1637,Bergen Point,74.141667,40.636667,11/1/2014,7000
1637,Bergen Point,74.141667,40.636667,12/1/2014,7055
1637,Bergen Point,74.141667,40.636667,1/1/2015,6867
1637,Bergen Point,74.141667,40.636667,2/1/2015,6917
1637,Bergen Point,74.141667,40.636667,3/1/2015,6869
1637,Bergen Point,74.141667,40.636667,4/1/2015,7004
1637,Bergen Point,74.141667,40.636667,5/1/2015,6961
1637,Bergen Point,74.141667,40.636667,6/1/2015,7100
1637,Bergen Point,74.141667,40.636667,7/1/2015,7141
1637,Bergen Point,74.141667,40.636667,8/1/2015,7113
1637,Bergen Point,74.141667,40.636667,9/1/2015,-99999
1637,Bergen Point,74.141667,40.636667,10/1/2015,7155
1637,Bergen Point,74.141667,40.636667,11/1/2015,7036
1637,Bergen Point,74.141667,40.636667,12/1/2015,7053
1637,Bergen Point,74.141667,40.636667,1/1/2016,7026
1637,Bergen Point,74.141667,40.636667,2/1/2016,6996
1637,Bergen Point,74.141667,40.636667,3/1/2016,7047
1637,Bergen Point,74.141667,40.636667,4/1/2016,7078
1637,Bergen Point,74.141667,40.636667,5/1/2016,7084
1637,Bergen Point,74.141667,40.636667,6/1/2016,7096
1637,Bergen Point,74.141667,40.636667,7/1/2016,7112
1637,Bergen Point,74.141667,40.636667,8/1/2016,7102
1637,Bergen Point,74.141667,40.636667,9/1/2016,7201
1637,Bergen Point,74.141667,40.636667,10/1/2016,7131
1637,Bergen Point,74.141667,40.636667,11/1/2016,7013
1637,Bergen Point,74.141667,40.636667,12/1/2016,6939
1637,Bergen Point,74.141667,40.636667,1/1/2017,7010
1637,Bergen Point,74.141667,40.636667,2/1/2017,6979
1637,Bergen Point,74.141667,40.636667,3/1/2017,6893
1637,Bergen Point,74.141667,40.636667,4/1/2017,7148
